Date,Open,High,Low,Close,Volume,MA_7,MA_30,Year,Month,Daily Return
2025-10-17 15:30:00,1401.0,1423.3,1399.1,1416.8,19335561,1385.685714285714,1384.5033333333333,2025,October,0.013230351140670837
2025-10-20 15:30:00,1440.0,1473.8,1433.3,1466.8,24721978,1398.4,1387.5633333333333,2025,October,0.03529079616036146
2025-10-21 15:30:00,1468.0,1474.0,1460.0,1465.2,2066169,1410.3285714285714,1390.4533333333334,2025,October,-0.0010908099263702287
2025-10-23 15:30:00,1475.0,1482.9,1444.6,1448.4,18707090,1420.814285714286,1392.86,2025,October,-0.01146601146601145
2025-10-24 15:30:00,1450.0,1459.8,1441.0,1451.6,9700837,1431.6285714285716,1395.3466666666666,2025,October,0.002209334438000532
2025-10-27 15:30:00,1463.0,1485.0,1458.0,1484.1,14113867,1447.3142857142855,1398.7066666666667,2025,October,0.022389087903003535
2025-10-28 15:30:00,1484.1,1492.0,1477.6,1486.9,17631577,1459.9714285714285,1401.77,2025,October,0.001886665319048797
2025-10-29 15:30:00,1490.0,1508.3,1488.1,1504.2,11884745,1472.457142857143,1405.2666666666667,2025,October,0.011634945187974921
2025-10-30 15:30:00,1500.0,1503.1,1484.0,1488.5,9318663,1475.5571428571427,1408.0400000000002,2025,October,-0.01043744182954398
2025-10-31 15:30:00,1490.4,1497.5,1482.3,1486.4,8758053,1478.5857142857144,1410.46,2025,October,-0.0014108162579777872
2025-11-03 15:30:00,1486.0,1495.0,1479.3,1484.7,8452085,1483.7714285714285,1412.7833333333333,2025,November,-0.0011437029063509074
2025-11-04 15:30:00,1483.9,1492.8,1470.1,1473.1,10007806,1486.8428571428572,1414.9733333333331,2025,November,-0.007813026200579332
2025-11-06 15:30:00,1484.0,1501.6,1476.2,1496.1,16772678,1488.5571428571432,1418.49,2025,November,0.015613332428212612
2025-11-07 15:30:00,1494.6,1498.4,1475.9,1478.0,7821765,1487.2857142857142,1421.4299999999998,2025,November,-0.012098121783303162
2025-11-10 15:30:00,1477.9,1501.0,1475.5,1489.3,7068438,1485.1571428571428,1424.9733333333331,2025,November,0.007645466847090665
2025-11-11 15:30:00,1497.0,1498.8,1480.2,1493.4,7127506,1485.857142857143,1429.006666666667,2025,November,0.0027529711945211144
2025-11-12 15:30:00,1505.0,1524.7,1500.0,1511.5,12384459,1489.4428571428573,1433.47,2025,November,0.012119994643096321
2025-11-13 15:30:00,1515.0,1522.1,1506.8,1510.9,7196443,1493.185714285714,1438.0733333333335,2025,November,-0.00039695666556394116
2025-11-14 15:30:00,1505.5,1520.9,1505.5,1518.9,7682823,1499.7285714285715,1443.2366666666667,2025,November,0.0052948573697795265
2025-11-17 15:30:00,1520.9,1523.7,1511.5,1518.3,5871416,1502.8999999999999,1448.2233333333331,2025,November,-0.00039502271380609244
2025-11-18 15:30:00,1521.7,1527.8,1510.5,1519.4,11045042,1508.8142857142855,1453.4233333333334,2025,November,0.0007244945004281078
2025-11-19 15:30:00,1517.4,1522.3,1512.0,1518.9,5692366,1513.042857142857,1458.2200000000003,2025,November,-0.0003290772673423259
2025-11-20 15:30:00,1530.0,1550.9,1526.7,1549.1,18171724,1521.0,1463.6966666666667,2025,November,0.01988280992823732
2025-11-21 15:30:00,1541.0,1557.8,1540.1,1546.6,9615271,1526.0142857142857,1469.6699999999998,2025,November,-0.0016138402943645103
2025-11-24 15:30:00,1550.0,1550.0,1531.8,1535.9,18433951,1529.5857142857144,1474.94,2025,November,-0.0069184016552436
2025-11-25 15:30:00,1535.9,1559.6,1525.1,1539.7,15033482,1532.5571428571427,1480.2066666666665,2025,November,0.0024741194088155893
2025-11-26 15:30:00,1542.3,1571.6,1540.5,1569.9,14054299,1539.9285714285713,1486.7033333333334,2025,November,0.019614210560498835
2025-11-27 15:30:00,1575.0,1575.5,1556.0,1563.4,9794643,1546.2142857142858,1492.9533333333334,2025,November,-0.004140391107713914
2025-11-28 15:30:00,1568.0,1581.3,1563.0,1567.5,8959508,1553.1571428571426,1499.3933333333334,2025,November,0.0026224894460789017
2025-12-01 15:30:00,1575.0,1577.5,1563.6,1566.1,8920233,1555.5857142857144,1504.9866666666667,2025,December,-0.0008931419457736123
2025-12-02 15:30:00,1561.1,1567.5,1542.0,1546.3,11389150,1555.542857142857,1509.3033333333335,2025,December,-0.012642870825617769
2025-12-03 15:30:00,1545.2,1552.4,1533.0,1538.8,6090883,1555.957142857143,1511.7033333333334,2025,December,-0.004850287783741858
2025-12-04 15:30:00,1536.0,1560.5,1517.6,1535.6,11867930,1555.3714285714286,1514.05,2025,December,-0.0020795425006499
2025-12-05 15:30:00,1530.4,1545.8,1520.6,1540.6,10183266,1551.185714285714,1517.1233333333334,2025,December,0.0032560562646521962
2025-12-08 15:30:00,1539.2,1551.0,1535.0,1543.0,11301491,1548.2714285714285,1520.1700000000003,2025,December,0.001557834609892339
2025-12-09 15:30:00,1540.3,1542.5,1520.1,1529.4,11503971,1542.8285714285716,1521.6799999999998,2025,December,-0.008813998703823711
2025-12-10 15:30:00,1534.0,1547.5,1531.4,1536.9,7991629,1538.6571428571428,1523.3466666666668,2025,December,0.004903883876029802
2025-12-11 15:30:00,1536.9,1550.0,1524.0,1545.0,4706197,1538.4714285714285,1524.7066666666665,2025,December,0.005270349404645547
2025-12-12 15:30:00,1550.8,1559.8,1546.1,1556.5,5106655,1541.0,1526.9733333333331,2025,December,0.007443365695792847
2025-12-15 15:30:00,1551.2,1558.6,1546.5,1556.2,5774543,1543.9428571428568,1529.3,2025,December,-0.00019274012206871305
2025-12-16 15:30:00,1545.0,1551.7,1538.8,1542.3,11731856,1544.1857142857145,1531.22,2025,December,-0.008932013879964118
2025-12-17 15:30:00,1550.0,1550.0,1539.3,1544.4,7116649,1544.3857142857144,1533.5966666666668,2025,December,0.0013616028010114967
2025-12-18 15:30:00,1535.2,1551.5,1535.2,1544.4,6580829,1546.5285714285712,1535.2066666666667,2025,December,0.0
2025-12-19 15:30:00,1554.4,1574.2,1551.0,1565.1,13937275,1550.5571428571427,1538.1100000000001,2025,December,0.013403263403263255
2025-12-22 15:30:00,1573.5,1577.5,1565.3,1575.4,10184852,1554.8999999999999,1540.98,2025,December,0.006581049134240846
2025-12-23 15:30:00,1580.9,1580.9,1568.1,1570.7,7506564,1556.9285714285713,1543.5566666666666,2025,December,-0.0029833693030342223
2025-12-24 15:30:00,1572.7,1575.7,1553.6,1558.2,8815745,1557.2142857142858,1545.1133333333335,2025,December,-0.007958235181766082
2025-12-26 15:30:00,1554.7,1561.0,1554.3,1559.2,2311495,1559.6285714285714,1546.7233333333331,2025,December,0.0006417661404183317
2025-12-29 15:30:00,1554.9,1558.1,1543.6,1545.6,5972105,1559.8,1547.6133333333335,2025,December,-0.008722421754746135
2025-12-30 15:30:00,1547.0,1553.6,1537.8,1539.8,8815884,1559.142857142857,1548.3300000000002,2025,December,-0.0037525879917184035
2025-12-31 15:30:00,1541.0,1577.0,1541.0,1570.4,5771830,1559.9,1550.03,2025,December,0.019872710741654753
2026-01-01 15:30:00,1573.7,1592.5,1571.1,1575.6,6408128,1559.9285714285713,1551.9199999999998,2026,January,0.0033112582781456013
2026-01-02 15:30:00,1580.0,1594.6,1578.2,1592.3,6602230,1563.0142857142857,1553.36,2026,January,0.010599136836760614
2026-01-05 15:30:00,1593.0,1611.8,1575.3,1578.1,8704973,1565.857142857143,1554.41,2026,January,-0.008917917477862192
2026-01-06 15:30:00,1569.0,1569.0,1496.3,1507.6,27417125,1558.4857142857143,1553.4666666666667,2026,January,-0.044673975033267865
2026-01-07 15:30:00,1510.0,1520.0,1498.0,1504.2,11199340,1552.5714285714287,1552.2833333333333,2026,January,-0.002255240116741719
2026-01-08 15:30:00,1500.0,1503.9,1468.8,1470.6,16518684,1542.6857142857145,1548.9733333333331,2026,January,-0.02233745512564822
2026-01-09 15:30:00,1465.0,1479.9,1465.0,1475.3,8335311,1529.1,1546.0366666666666,2026,January,0.0031959744322045402
2026-01-12 15:30:00,1475.3,1485.3,1451.0,1483.2,8883745,1515.9,1543.2266666666665,2026,January,0.005354843082762795
2026-01-13 15:30:00,1485.0,1485.8,1444.7,1452.8,13499760,1495.9714285714285,1539.45,2026,January,-0.02049622437971954
2026-01-14 15:30:00,1444.0,1467.0,1440.2,1458.8,8321764,1478.9285714285713,1536.5333333333333,2026,January,0.00412995594713661
2026-01-16 15:30:00,1458.8,1480.0,1455.1,1457.9,17167161,1471.8285714285716,1533.8366666666666,2026,January,-0.0006169454346036662
2026-01-19 15:30:00,1450.6,1450.6,1403.3,1413.6,20392765,1458.8857142857141,1529.7700000000002,2026,January,-0.030386171891076286
2026-01-20 15:30:00,1410.7,1416.0,1390.0,1394.0,13189498,1447.9428571428568,1524.8833333333334,2026,January,-0.013865308432371215
2026-01-21 15:30:00,1389.5,1412.9,1373.0,1404.6,17352720,1437.8428571428572,1520.27,2026,January,0.007604017216642722
2026-01-22 15:30:00,1410.1,1419.5,1395.0,1402.5,15721693,1426.3142857142855,1516.0400000000002,2026,January,-0.0014950875694147436
2026-01-23 15:30:00,1401.8,1407.0,1381.0,1386.1,9837802,1416.7857142857142,1511.0133333333333,2026,January,-0.011693404634581128
2026-01-27 15:30:00,1380.0,1391.6,1368.0,1380.5,26302396,1405.6000000000001,1505.53,2026,January,-0.004040112545992236
2026-01-28 15:30:00,1385.0,1409.9,1384.9,1396.7,11121657,1396.857142857143,1500.2033333333334,2026,January,0.011734878667149617
2026-01-29 15:30:00,1402.9,1402.9,1384.0,1391.0,20846683,1393.6285714285716,1494.6966666666665,2026,January,-0.004081048185007541
2026-01-30 15:30:00,1382.6,1398.0,1378.5,1395.4,11239835,1393.8285714285716,1489.8,2026,January,0.003163191948238664
2026-02-02 15:30:00,1340.0,1392.9,1335.5,1390.4,15711165,1391.8,1484.6666666666667,2026,February,-0.0035832019492618716
2026-02-03 15:30:00,1473.9,1489.5,1430.2,1437.1,25456171,1396.7428571428572,1481.09,2026,February,0.0335874568469503
2026-02-04 15:30:00,1444.0,1464.0,1440.3,1456.8,8333387,1406.8428571428572,1477.48,2026,February,0.01370816227124072
2026-02-05 15:30:00,1457.0,1461.5,1439.5,1443.4,11763658,1415.8285714285714,1473.0800000000002,2026,February,-0.009198242723778005
2026-02-06 15:30:00,1441.5,1452.8,1433.5,1450.8,8277304,1423.5571428571427,1469.0833333333333,2026,February,0.0051267839822639605
2026-02-09 15:30:00,1458.0,1465.9,1453.0,1461.6,5775864,1433.642857142857,1465.8633333333332,2026,February,0.007444168734491274
2026-02-10 15:30:00,1471.0,1471.0,1452.2,1458.5,10259630,1442.6571428571426,1462.5066666666667,2026,February,-0.002120963327859826
2026-02-11 15:30:00,1459.6,1470.0,1453.6,1468.7,7106877,1453.8428571428572,1459.9433333333334,2026,February,0.006993486458690468
2026-02-12 15:30:00,1470.0,1473.0,1445.5,1448.9,11135399,1455.5285714285712,1456.9133333333334,2026,February,-0.013481310002042557
2026-02-13 15:30:00,1445.5,1450.7,1416.3,1419.6,10755693,1450.2142857142858,1451.8866666666665,2026,February,-0.02022223755952801
2026-02-16 15:30:00,1420.1,1439.6,1409.3,1437.1,5896514,1449.314285714286,1447.27,2026,February,0.012327416173570027
2026-02-17 15:30:00,1431.1,1431.8,1418.6,1423.0,10731630,1445.3428571428572,1441.6266666666668,2026,February,-0.00981142578804528
2026-02-18 15:30:00,1427.0,1442.1,1419.2,1441.3,5521096,1442.4428571428568,1437.0666666666666,2026,February,0.012860154602951424
2026-02-19 15:30:00,1443.0,1443.0,1400.0,1409.5,11884664,1435.4428571428568,1433.7966666666666,2026,February,-0.02206341497259412
2026-02-20 15:30:00,1409.5,1427.4,1406.1,1419.4,8177670,1428.3999999999999,1430.97,2026,February,0.007023767293366401
2026-02-23 15:30:00,1425.0,1434.9,1418.3,1428.0,7758856,1425.4142857142858,1429.55,2026,February,0.006058898125968604
2026-02-24 15:30:00,1425.3,1433.3,1415.0,1428.8,12529409,1426.7285714285715,1428.0,2026,February,0.0005602240896358524
2026-02-25 15:30:00,1435.0,1440.5,1393.5,1398.5,10728792,1421.2142857142858,1425.1766666666667,2026,February,-0.021206606942889117
2026-02-26 15:30:00,1398.5,1412.9,1391.9,1406.8,16683858,1418.8999999999999,1423.6433333333334,2026,February,0.005934930282445405
2026-02-27 15:30:00,1398.0,1410.4,1388.1,1393.9,12031440,1412.1285714285716,1421.4799999999998,2026,February,-0.009169746943417545
2026-03-02 15:30:00,1375.5,1378.6,1341.5,1358.0,23728722,1404.7714285714287,1418.15,2026,March,-0.025755075686921702
2026-03-04 15:30:00,1330.0,1352.8,1307.0,1345.0,32495007,1394.142857142857,1415.8633333333332,2026,March,-0.009572901325478611
2026-03-05 15:30:00,1353.1,1399.0,1353.1,1389.4,25957532,1388.6285714285714,1415.7099999999998,2026,March,0.03301115241635699
2026-03-06 15:30:00,1396.5,1424.3,1390.3,1404.8,19311971,1385.2,1415.7166666666667,2026,March,0.011083921117028828
2026-03-09 15:30:00,1375.0,1429.4,1370.0,1424.0,24870822,1388.8428571428572,1416.4333333333334,2026,March,0.013667425968109326
2026-03-10 15:30:00,1430.6,1431.5,1400.6,1408.8,18071259,1389.1285714285716,1417.1899999999998,2026,March,-0.010674157303370846
2026-03-11 15:30:00,1424.9,1434.0,1383.6,1390.2,21848087,1388.6,1417.5133333333333,2026,March,-0.01320272572402037
2026-03-12 15:30:00,1390.0,1410.9,1381.1,1392.2,20939959,1393.4857142857145,1417.3633333333335,2026,March,0.0014386419220255853
2026-03-13 15:30:00,1385.2,1400.8,1378.4,1380.7,17265090,1398.5857142857144,1417.0200000000002,2026,March,-0.008260307427093827
2026-03-16 15:30:00,1380.0,1397.3,1363.5,1395.1,22837802,1399.3999999999999,1417.01,2026,March,0.010429492286521125
2026-03-17 15:30:00,1399.0,1405.9,1388.2,1397.6,19007744,1398.3714285714286,1417.25,2026,March,0.0017919862375457285
2026-03-18 15:30:00,1397.2,1412.9,1397.2,1408.1,9559327,1396.1000000000001,1416.2833333333333,2026,March,0.007512879221522661
2026-03-19 15:30:00,1388.0,1415.7,1376.1,1384.8,16498373,1392.6714285714286,1413.8833333333334,2026,March,-0.016547120232937917
2026-03-20 15:30:00,1398.0,1430.0,1396.1,1414.4,22994918,1396.1285714285714,1412.9166666666667,2026,March,0.02137492778740624
2026-03-23 15:30:00,1400.0,1415.6,1391.0,1407.8,18979554,1398.357142857143,1411.4833333333333,2026,March,-0.0046662895927602754
2026-03-24 15:30:00,1420.0,1422.4,1406.6,1411.8,18620893,1402.8,1409.8233333333335,2026,March,0.0028413126864610394
2026-03-25 15:30:00,1420.0,1430.5,1408.4,1413.1,19041331,1405.3714285714286,1408.3100000000002,2026,March,0.0009208103130755596
2026-03-27 15:30:00,1401.0,1404.7,1345.0,1348.1,23266517,1398.2999999999997,1404.29,2026,March,-0.04599816007359703
2026-03-30 15:30:00,1335.0,1365.0,1334.1,1343.9,24393861,1389.1285714285714,1400.79,2026,March,-0.0031154958830945656
2026-04-01 15:30:00,1384.2,1384.4,1362.9,1369.2,14404619,1386.8999999999999,1399.11,2026,April,0.018825805491480052
2026-04-02 15:30:00,1357.0,1358.2,1328.0,1350.5,21280051,1377.7714285714285,1396.2233333333331,2026,April,-0.013657610283377197
2026-04-06 15:30:00,1359.0,1359.0,1290.0,1304.7,29274881,1363.042857142857,1392.28,2026,April,-0.033913365420214725
2026-04-07 15:30:00,1295.0,1308.3,1291.0,1304.6,28388922,1347.7285714285715,1387.7233333333331,2026,April,-7.664597225420788e-05
2026-04-08 15:30:00,1349.0,1350.6,1326.2,1347.8,21817543,1338.3999999999999,1385.6666666666667,2026,April,0.033113598037712855
2026-04-09 15:30:00,1346.0,1350.0,1326.3,1330.0,20725390,1335.814285714286,1382.686666666667,2026,April,-0.013206707226591452
2026-04-10 15:30:00,1337.0,1352.3,1331.5,1350.2,19364461,1336.7142857142858,1380.0933333333335,2026,April,0.015187969924812084
2026-04-13 15:30:00,1321.2,1327.6,1310.0,1315.1,28753269,1328.9857142857143,1376.3033333333333,2026,April,-0.02599614871870848
2026-04-15 15:30:00,1337.0,1347.0,1334.2,1344.1,15313779,1328.0714285714287,1374.49,2026,April,0.022051555014827695
2026-04-16 15:30:00,1352.0,1353.8,1330.0,1343.3,30211012,1333.5857142857144,1372.3733333333332,2026,April,-0.0005951938099842957
2026-04-17 15:30:00,1340.0,1368.4,1340.0,1365.0,13869105,1342.2142857142858,1371.41,2026,April,0.01615424700364776
2026-04-20 15:30:00,1363.2,1373.0,1352.8,1363.3,13614733,1344.4285714285713,1371.5866666666668,2026,April,-0.0012454212454212632
2026-04-21 15:30:00,1359.0,1369.8,1350.1,1353.3,27293629,1347.7571428571428,1371.8633333333335,2026,April,-0.007335142668524863
2026-04-22 15:30:00,1350.3,1366.0,1349.1,1362.1,9525953,1349.4571428571428,1370.9533333333334,2026,April,0.006502623217320647
2026-04-23 15:30:00,1346.0,1355.5,1340.7,1343.4,16385079,1353.5,1368.9066666666665,2026,April,-0.013728801115923783
2026-04-24 15:30:00,1340.0,1345.9,1325.0,1327.8,11744802,1351.1714285714284,1365.7,2026,April,-0.011612326931666028
2026-04-27 15:30:00,1313.0,1371.6,1311.0,1365.8,24673098,1354.3857142857144,1364.2666666666667,2026,April,0.028618767886730012
2026-04-28 15:30:00,1358.0,1395.2,1357.0,1388.9,41027699,1357.8,1364.2233333333331,2026,April,0.016913164445746087
2026-04-29 15:30:00,1392.0,1433.8,1391.3,1425.4,30542143,1366.6714285714286,1365.3300000000002,2026,April,0.026279789761681993
2026-04-30 15:30:00,1409.0,1437.0,1393.1,1430.8,30957881,1377.7428571428572,1367.0,2026,April,0.0037884102708010126
2026-05-04 15:30:00,1433.4,1467.4,1433.4,1463.1,24035700,1392.1714285714286,1369.2666666666667,2026,May,0.022574783337992788
2026-05-05 15:30:00,1460.0,1473.4,1450.0,1463.6,23543341,1409.3428571428574,1371.4666666666667,2026,May,0.00034174014079702
2026-05-06 15:30:00,1463.0,1473.3,1427.5,1437.9,14221786,1425.0714285714287,1372.46,2026,May,-0.017559442470620246
2026-05-07 15:30:00,1438.8,1449.5,1430.3,1436.2,19816903,1435.1285714285714,1374.1733333333332,2026,May,-0.0011822797134710683
2026-05-08 15:30:00,1426.0,1442.8,1417.5,1435.2,8663105,1441.7428571428572,1374.8666666666666,2026,May,-0.0006962818548948979
2026-05-11 15:30:00,1420.0,1428.0,1382.0,1388.2,15261787,1436.4285714285713,1374.2133333333334,2026,May,-0.03274804905239692
2026-05-12 15:30:00,1392.0,1393.5,1360.3,1364.0,24357500,1426.8857142857144,1372.62,2026,May,-0.017432646592710044
2026-05-13 15:30:00,1361.4,1372.4,1352.4,1358.8,13797989,1411.9857142857143,1370.8100000000002,2026,May,-0.0038123167155426074
2026-05-14 15:30:00,1365.2,1378.0,1358.4,1361.8,17303059,1397.4428571428568,1371.2666666666667,2026,May,0.0022078304386223824
2026-05-15 15:30:00,1356.8,1364.8,1329.2,1336.4,19976192,1382.9428571428573,1371.0166666666667,2026,May,-0.018651784402995975
2026-05-18 15:30:00,1334.0,1342.0,1318.7,1335.9,13022473,1368.6142857142859,1369.9066666666668,2026,May,-0.00037413947919784363
2026-05-19 15:30:00,1338.7,1344.0,1318.4,1322.7,21665501,1352.542857142857,1368.98,2026,May,-0.009880979115203248
2026-05-20 15:30:00,1318.7,1362.9,1312.6,1359.7,13248515,1348.4714285714288,1370.8133333333333,2026,May,0.027973085355711858
2026-05-21 15:30:00,1367.2,1370.9,1345.2,1349.6,17150630,1346.4142857142856,1372.3133333333333,2026,May,-0.007428109141722539
2026-05-22 15:30:00,1350.0,1367.4,1349.1,1354.5,7105813,1345.8,1372.5366666666666,2026,May,0.0036307053941908585
2026-05-25 15:30:00,1366.8,1371.1,1357.0,1367.0,6750071,1346.542857142857,1373.77,2026,May,0.009228497600590524
2026-05-26 15:30:00,1360.1,1368.5,1352.4,1356.3,13769747,1349.3857142857144,1373.9733333333331,2026,May,-0.007827359180687665
2026-05-27 15:30:00,1353.0,1361.0,1348.6,1350.5,13215138,1351.4714285714285,1375.1533333333332,2026,May,-0.004276340042763338
2026-05-29 15:30:00,1364.0,1369.0,1317.0,1321.2,42634247,1351.2571428571428,1374.39,2026,May,-0.02169566827101066
2026-06-01 15:30:00,1332.5,1335.5,1318.5,1320.0,10700603,1345.5857142857144,1373.6133333333335,2026,June,-0.0009082652134423386
2026-06-02 15:30:00,1307.7,1327.8,1300.3,1314.6,23302785,1340.5857142857144,1371.9333333333334,2026,June,-0.004090909090909145
